imagen,gramos,iteracion,modelo,validacion,predicho,error,error_abs
T30G-1.jpg,30.0,1,CatBoost,LOO,27.14570248251121,2.8542975174887886,2.8542975174887886
T30G-2.jpg,30.0,2,CatBoost,LOO,25.028001229930496,4.971998770069504,4.971998770069504
T30G-3.jpg,30.0,3,CatBoost,LOO,32.24624553400395,-2.246245534003947,2.246245534003947
T30G-4.jpg,30.0,4,CatBoost,LOO,32.10433385933403,-2.1043338593340266,2.1043338593340266
T30G-5.jpg,30.0,5,CatBoost,LOO,30.919340721789975,-0.9193407217899754,0.9193407217899754
T40G-1.jpg,40.0,1,CatBoost,LOO,28.507080725336543,11.492919274663457,11.492919274663457
T40G-2.jpg,40.0,2,CatBoost,LOO,30.167112341227817,9.832887658772183,9.832887658772183
T40G-3.jpg,40.0,3,CatBoost,LOO,28.897189443525182,11.102810556474818,11.102810556474818
T40G-4.jpg,40.0,4,CatBoost,LOO,30.714106892580286,9.285893107419714,9.285893107419714
T40G-5.jpg,40.0,5,CatBoost,LOO,23.93328539618948,16.06671460381052,16.06671460381052
T50G-1.jpg,50.0,1,CatBoost,LOO,29.217073981533815,20.782926018466185,20.782926018466185
T50G-2.jpg,50.0,2,CatBoost,LOO,26.78736378896283,23.21263621103717,23.21263621103717
T50G-3.jpg,50.0,3,CatBoost,LOO,29.60552174464672,20.39447825535328,20.39447825535328
T50G-4.jpg,50.0,4,CatBoost,LOO,26.992166274632183,23.007833725367817,23.007833725367817
T50G-5.jpg,50.0,5,CatBoost,LOO,27.393963140857576,22.606036859142424,22.606036859142424
