modelo,MAE,RMSE,R2
Experimento A RF LBP + GLCM - LOO,9.434589819902321,12.235294567324905,0.3364010176467792
Experimento A RF LBP + GLCM - LOWO,11.43294184981685,13.617486392556597,0.17800201639088697
