Grupo_Excluido,n_test,MAE,RMSE
0.0,1,21.796309523809523,21.796309523809523
10.0,5,13.788738095238099,13.927383467311289
20.0,5,8.55489880952381,9.686291167822338
30.0,5,8.3908869047619,9.238018343569962
40.0,5,4.403648809523812,5.388713888744886
50.0,5,19.953863095238095,21.611931345713078
