feature,mean_abs_shap
peso_cama_5cm_g,4.0510721247941195
peso_cama_10cm_g,3.4865404206313904
acel_y_g,3.04474878119838
acel_z_g,0.6805685554287361
temperatura_c,0.4194893150818579
humedad_pct,0.286861811520644
fosforo_mg_kg,0.2564225065551228
nitrogeno_mg_kg,0.2321473419936252
salud,0.2229964598921493
potasio_mg_kg,0.21079261265799726
conductividad_us_cm,0.20443997363454375
ph,0.08675899247392461
acel_x_g,0.046655801798335755
uv_intensity,0.0221797006412391
