Grupo_Excluido,n_test,MAE,RMSE
0.0,1,18.255625,18.255625
10.0,5,13.239565476190474,13.587184019768541
20.0,5,11.144464285714287,13.009281057719798
30.0,5,12.211535714285713,13.532346902694654
40.0,5,3.069660714285716,4.051620240596969
50.0,5,19.924232142857143,20.540320806703516
