modelo,MAE,RMSE,R2
Escenario 3 - CatBoost Features Térmicas Limpias - LOO,14.107064846034167,16.513654065294016,-0.20882439945983156
Escenario 3 - CatBoost Features Térmicas Limpias - LOWO,16.61433027724391,19.128688717870947,-0.6219865631218193
