modelo,MAE,RMSE,R2
Escenario 3 - CatBoost + Features térmicas - LOO,14.340434005474748,17.803400109174593,-0.40502080972074705
Escenario 3 - CatBoost + Features térmicas - LOWO,17.26497960633309,20.812726883162743,-0.9201485233552302
