grupo_excluido,MAE,RMSE
0.0,38.493712557483775,38.493712557483775
10.0,23.043470425735897,24.488642708456464
20.0,7.0057614852968015,8.222427255518825
30.0,7.901657649343901,8.838413644145641
40.0,15.560434646730254,18.657461293084076
50.0,28.567827234328455,29.370195624372798
