Grupo_Excluido,n_test,MAE,RMSE
0.0,1,21.68571428571428,21.68571428571428
10.0,5,14.26126190476191,14.369233129032684
20.0,5,8.762428571428568,10.142959326496728
30.0,5,8.485523809523807,9.408354138014454
40.0,5,4.329944444444449,5.230149927281417
50.0,5,20.10542063492063,21.85611711680726
