Archivo,Gramos_Reales,Iteracion,Pixeles_Conteo_50,Densidad_Pct_50,Pixeles_Conteo_80,Densidad_Pct_80,Pixeles_Conteo_100,Densidad_Pct_100,Pixeles_Conteo_130,Densidad_Pct_130,Pixeles_Conteo_150,Densidad_Pct_150,Pixeles_Conteo_180,Densidad_Pct_180,Pixeles_Conteo_200,Densidad_Pct_200,Pixeles_Percentil_50,Densidad_Percentil_50,Pixeles_Percentil_60,Densidad_Percentil_60,Pixeles_Percentil_70,Densidad_Percentil_70,Pixeles_Percentil_75,Densidad_Percentil_75,Pixeles_Percentil_80,Densidad_Percentil_80,Pixeles_Percentil_85,Densidad_Percentil_85,Pixeles_Percentil_90,Densidad_Percentil_90,Pixeles_Percentil_95,Densidad_Percentil_95,gray_mean,gray_std,gray_min,gray_max,gray_median,gray_p10,gray_p25,gray_p75,gray_p90,gray_iqr,gray_range,LBP_Patron_0,LBP_Patron_1,LBP_Patron_2,LBP_Patron_3,LBP_Patron_4,LBP_Patron_5,LBP_Patron_6,LBP_Patron_7,LBP_Patron_8,LBP_Patron_9,LBP_Patron_10,LBP_Patron_11,LBP_Patron_12,LBP_Patron_13,LBP_Patron_14,LBP_Patron_15,LBP_Patron_16,LBP_Patron_17,LBP_Patron_18,LBP_Patron_19,LBP_Patron_20,LBP_Patron_21,LBP_Patron_22,LBP_Patron_23,LBP_Patron_24,LBP_Patron_25
T0G-1.jpg,0.0,1,174080,100.0,174080,100.0,173903,99.89832261029412,171355,98.43462775735294,166186,95.46530330882354,80111,46.019646139705884,0,0.0,80111,46.019646139705884,68984,39.62775735294118,44704,25.680147058823525,24529,14.090647977941176,24529,14.090647977941176,24529,14.090647977941176,5494,3.1560202205882355,5494,3.1560202205882355,176.11371208639707,13.025166549150088,96,190,180.0,162.0,174.0,185.0,186.0,11.0,94,0.030750229779411765,0.01494140625,0.016434972426470587,0.013838465073529411,0.011287913602941176,0.0125,0.010541130514705883,0.014763327205882353,0.019221047794117648,0.02446001838235294,0.03212890625,0.046564797794117645,0.04929917279411765,0.058835018382352944,0.047983685661764704,0.03807444852941176,0.02939453125,0.02834329044117647,0.01987017463235294,0.021880744485294118,0.024747242647058822,0.022616038602941178,0.02001378676470588,0.011023667279411765,0.09237132352941177,0.28811465992647056
T10G-1.jpg,10.0,1,174080,100.0,173927,99.912109375,162623,93.41854319852942,100884,57.952665441176464,61799,35.500344669117645,18994,10.91107536764706,0,0.0,83316,47.860753676470594,68445,39.31812959558824,51623,29.654756433823533,43019,24.712201286764707,34564,19.855238970588236,26034,14.955193014705884,15745,9.044692095588236,5067,2.9107306985294117,139.6071403952206,28.09036896945506,66,188,138.0,104.0,113.0,163.0,182.0,50.0,122,0.019175091911764707,0.009018841911764705,0.009771369485294118,0.0095703125,0.009317555147058823,0.012856158088235294,0.012195542279411765,0.01962890625,0.027791819852941175,0.038264016544117645,0.04944278492647059,0.06720473345588235,0.0667336856617647,0.07791245404411765,0.058358226102941176,0.04923023897058824,0.03429457720588235,0.03317440257352941,0.020381433823529412,0.02004250919117647,0.020915670955882353,0.018474264705882353,0.01587201286764706,0.00881204044117647,0.07536764705882353,0.21619370404411764
T10G-2.jpg,10.0,2,174080,100.0,170910,98.17899816176471,152802,87.77688419117648,96094,55.201056985294116,30310,17.411534926470587,2037,1.1701516544117647,0,0.0,84046,48.280101102941174,64330,36.954273897058826,49199,28.26229319852941,38365,22.038717830882355,34583,19.866153492647058,25263,14.512293198529411,16624,9.549632352941176,7259,4.169921875,129.63826401654413,21.960910622692893,59,188,133.0,97.0,117.0,142.0,158.0,25.0,129,0.025448069852941176,0.013350183823529411,0.013585707720588236,0.013264016544117647,0.011603860294117647,0.013373161764705882,0.013241038602941176,0.019221047794117648,0.025206801470588236,0.03523667279411765,0.046225873161764706,0.06235064338235294,0.062316176470588236,0.07031824448529411,0.05284352022058823,0.042325367647058826,0.0298828125,0.02668313419117647,0.01804342830882353,0.017951516544117647,0.02043313419117647,0.020398667279411763,0.016544117647058824,0.009375,0.07842945772058824,0.2423483455882353
T10G-3.jpg,10.0,3,174080,100.0,173814,99.84719669117646,166112,95.42279411764706,122535,70.39005055147058,58558,33.638556985294116,9674,5.557215073529412,0,0.0,84578,48.58570772058823,68166,39.157858455882355,51483,29.57433363970588,38850,22.317325367647058,34729,19.950022977941178,21966,12.618336397058824,17235,9.900620404411764,8299,4.7673483455882355,140.66149471507353,22.272956274857393,73,188,139.0,113.0,123.0,157.0,173.0,34.0,115,0.025011488970588237,0.012568933823529412,0.013120404411764706,0.01150045955882353,0.01071920955882353,0.013189338235294118,0.012143841911764706,0.01708409926470588,0.023799402573529412,0.033404181985294115,0.04333065257352941,0.05603170955882353,0.056795726102941174,0.06408547794117647,0.05215992647058824,0.043784466911764706,0.03185891544117647,0.029698988970588234,0.020082720588235296,0.02024356617647059,0.022639016544117648,0.02170840992647059,0.017905560661764706,0.010196461397058824,0.08604664522058823,0.25089039522058826
T10G-4.jpg,10.0,4,174080,100.0,174080,100.0,174080,100.0,174080,100.0,172223,98.93324908088236,96043,55.17176011029412,0,0.0,84586,48.59030330882353,64134,36.841681985294116,42106,24.187729779411764,42106,24.187729779411764,7849,4.508846507352941,7849,4.508846507352941,7849,4.508846507352941,7849,4.508846507352941,178.49559397977941,9.305783275473058,132,189,182.0,164.0,177.0,185.0,186.0,8.0,57,0.032927389705882354,0.01694048713235294,0.017595358455882355,0.012971047794117648,0.009340533088235294,0.010098805147058824,0.008984375,0.012339154411764705,0.016239659926470588,0.020611213235294117,0.023937270220588235,0.031094898897058822,0.030193014705882353,0.040751378676470586,0.03466796875,0.03166934742647059,0.02641888786764706,0.030118336397058822,0.021811810661764706,0.025522748161764707,0.03171530330882353,0.029693244485294118,0.02610294117647059,0.01440716911764706,0.12646484375,0.3173828125
T10G-5.jpg,10.0,5,174080,100.0,174080,100.0,174077,99.99827665441177,172789,99.2583869485294,168620,96.86351102941177,98650,56.66934742647059,0,0.0,82164,47.19898897058823,53308,30.62270220588235,33382,19.17624080882353,33382,19.17624080882353,33382,19.17624080882353,3438,1.974954044117647,3438,1.974954044117647,3438,1.974954044117647,178.07300091911765,10.913384734450238,100,189,182.0,164.0,176.0,185.0,186.0,9.0,89,0.021691176470588235,0.010638786764705883,0.011873851102941176,0.009386488970588235,0.008949908088235294,0.011345358455882353,0.01003561580882353,0.01389016544117647,0.019852941176470587,0.025919117647058825,0.03380629595588235,0.04846047794117647,0.051482077205882354,0.06899701286764706,0.058335248161764705,0.05022977941176471,0.039326746323529414,0.03962545955882353,0.02512637867647059,0.024115349264705883,0.024092371323529413,0.020662913602941178,0.018106617647058825,0.010282628676470588,0.10190142463235294,0.2418658088235294
T20G-1.jpg,20.0,1,174080,100.0,174080,100.0,174000,99.95404411764706,172948,99.34972426470588,170377,97.87281709558823,107236,61.60156249999999,0,0.0,79468,45.650275735294116,61004,35.0436580882353,36485,20.958754595588236,36485,20.958754595588236,5366,3.0824908088235294,5366,3.0824908088235294,5366,3.0824908088235294,5366,3.0824908088235294,179.52330537683824,9.788197427589477,96,189,183.0,167.0,178.0,185.0,186.0,7.0,93,0.02702780330882353,0.012563189338235295,0.013953354779411765,0.012212775735294118,0.009794347426470588,0.01017922794117647,0.009231387867647059,0.012614889705882353,0.01772748161764706,0.023615579044117648,0.029331341911764706,0.043227251838235295,0.046030560661764704,0.06256893382352942,0.05218864889705882,0.04534122242647059,0.03569048713235294,0.03470243566176471,0.023627068014705883,0.02373046875,0.026815257352941175,0.02268497242647059,0.019715073529411764,0.01147173713235294,0.10055721507352941,0.27339728860294116
T20G-2.jpg,20.0,2,174080,100.0,173224,99.50827205882354,154116,88.53170955882354,59695,34.29170496323529,8605,4.9431295955882355,1220,0.7008272058823529,0,0.0,76888,44.16819852941177,69303,39.81100643382353,45622,26.20749080882353,34470,19.80124080882353,34470,19.80124080882353,24898,14.302619485294118,12810,7.3586856617647065,8605,4.9431295955882355,122.37106502757354,17.140312238175536,68,189,120.0,98.0,113.0,135.0,142.0,22.0,121,0.022817095588235293,0.011075367647058824,0.011810661764705882,0.011173023897058824,0.010627297794117647,0.013775275735294117,0.013522518382352942,0.01911764705882353,0.02580997242647059,0.034507123161764706,0.043721277573529414,0.05663488051470588,0.05600298713235294,0.06788832720588235,0.05229779411764706,0.04497931985294118,0.032410386029411764,0.03181870404411765,0.020232077205882354,0.02109375,0.02223690257352941,0.02077205882352941,0.01803768382352941,0.010380284926470588,0.09370978860294117,0.23354779411764706
T20G-3.jpg,20.0,3,174080,100.0,174080,100.0,173748,99.80928308823529,171062,98.26631433823529,167181,96.03687959558823,114162,65.58019301470588,0,0.0,66325,38.10029871323529,66325,38.10029871323529,37606,21.602711397058822,37606,21.602711397058822,10672,6.130514705882352,10672,6.130514705882352,10672,6.130514705882352,1156,0.6640625,178.3849379595588,13.007441244554057,96,189,184.0,163.0,178.0,185.0,186.0,7.0,93,0.038907398897058826,0.019203814338235294,0.020909926470588234,0.01808938419117647,0.013321461397058823,0.012316176470588235,0.010874310661764705,0.013131893382352941,0.017273667279411764,0.020134420955882353,0.024793198529411763,0.034363511029411764,0.03328354779411765,0.04071691176470588,0.034507123161764706,0.031474034926470586,0.02580997242647059,0.026505055147058823,0.020444623161764704,0.022369025735294118,0.027085248161764705,0.02678653492647059,0.022053079044117647,0.012879136029411764,0.09963235294117648,0.3331341911764706
T20G-4.jpg,20.0,4,170918,98.18359375,161810,92.95151654411765,151359,86.94795496323529,135308,77.72748161764706,118245,67.92566636029412,51511,29.590418198529413,0,0.0,82944,47.647058823529406,68157,39.152688419117645,51511,29.590418198529413,43448,24.95863970588235,27463,15.776079963235295,15576,8.947610294117647,15576,8.947610294117647,3074,1.7658547794117647,154.11989889705882,37.87409038643796,31,189,173.0,92.0,136.0,182.0,185.0,46.0,158,0.021076516544117647,0.010851332720588235,0.011655560661764706,0.010678998161764706,0.010242417279411765,0.011931295955882352,0.011667049632352941,0.01640050551470588,0.0232421875,0.03380629595588235,0.04994829963235294,0.076171875,0.0872414981617647,0.09210133272058824,0.06671645220588235,0.04824793198529412,0.03315142463235294,0.028383501838235296,0.01850873161764706,0.017767693014705883,0.01758386948529412,0.016176470588235296,0.012557444852941177,0.006996783088235294,0.06725068933823529,0.1996438419117647
T20G-5.jpg,20.0,5,174080,100.0,168191,96.61707261029412,133158,76.49241727941177,72405,41.592945772058826,41079,23.597771139705884,6510,3.7396599264705883,0,0.0,81825,47.004250919117645,68532,39.36810661764706,50951,29.268727022058822,43399,24.930491727941178,34027,19.546760110294116,25626,14.720818014705884,16281,9.35259650735294,7402,4.252068014705882,125.83527113970588,28.36833462576453,54,187,120.0,92.0,103.0,145.0,164.0,42.0,133,0.022759650735294117,0.010139016544117647,0.012166819852941177,0.011259191176470588,0.011483226102941177,0.01379250919117647,0.014326746323529411,0.020392922794117647,0.02778607536764706,0.037385110294117646,0.04693244485294118,0.06069048713235294,0.05916819852941176,0.06802619485294117,0.05276884191176471,0.04474954044117647,0.03436925551470588,0.03177849264705882,0.021645220588235294,0.020525045955882355,0.021403952205882353,0.019491038602941175,0.01611328125,0.009041819852941177,0.0837545955882353,0.22805032169117648
T30G-1.jpg,30.0,1,174080,100.0,174080,100.0,174080,100.0,173573,99.70875459558823,168866,97.00482536764706,63195,36.30227481617647,0,0.0,82220,47.23115808823529,63195,36.30227481617647,48803,28.03481158088235,37992,21.824448529411764,23090,13.264016544117647,23090,13.264016544117647,3984,2.2886029411764706,3984,2.2886029411764706,173.89173368566176,11.568486751177307,102,189,178.0,157.0,164.0,184.0,186.0,20.0,87,0.03167509191176471,0.014349724264705882,0.015337775735294117,0.013826976102941176,0.012459788602941177,0.01355124080882353,0.012051930147058824,0.016153492647058825,0.019806985294117646,0.024322150735294118,0.027458639705882353,0.03563878676470588,0.03356502757352941,0.045145909926470586,0.037396599264705885,0.03704618566176471,0.02998046875,0.03431755514705882,0.02346047794117647,0.025936351102941176,0.029417509191176472,0.02707950367647059,0.02274816176470588,0.01364889705882353,0.10549172794117648,0.2981330422794118
T30G-2.jpg,30.0,2,174080,100.0,174080,100.0,174080,100.0,173238,99.51631433823529,168315,96.68830422794117,97292,55.889246323529406,0,0.0,83145,47.762522977941174,55336,31.787683823529413,33954,19.504825367647058,33954,19.504825367647058,33954,19.504825367647058,5229,3.0037913602941178,5229,3.0037913602941178,5229,3.0037913602941178,177.98899356617648,10.499750224530683,110,190,182.0,163.0,176.0,185.0,186.0,9.0,80,0.030256204044117645,0.014705882352941176,0.016704963235294117,0.01357421875,0.012482766544117648,0.01357421875,0.011552159926470589,0.014499080882352942,0.018468520220588234,0.021886488970588234,0.025350413602941175,0.032559742647058826,0.02961282169117647,0.04022863051470588,0.034903492647058824,0.03322610294117647,0.02953814338235294,0.033921185661764705,0.02566061580882353,0.028550091911764705,0.031071920955882352,0.026775045955882353,0.024281939338235293,0.013298483455882353,0.11758961397058823,0.3057272518382353
